Country,Region,GNI,Sex,Indicator,2013,2014,2015,2016,2017,2018
Mauritius,Sub Saharan Africa,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Mauritius,Sub Saharan Africa,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",59.92008,60.1078,60.10473,59.89565,NaN,NaN
Mexico,Americas,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",0.97678,0.97878,0.9784,0.98042,NaN,NaN
Mexico,Americas,Upper-Middle,both,Learning poverty: gender difference (%),-6.77014923,NaN,NaN,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),39.6631279,NaN,NaN,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),46.43327713,NaN,NaN,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",92.90394,93.59134,93.4855,93.96852,94.16576,94.60805
Mexico,Americas,Upper-Middle,both,"Literacy rate, adult gender difference (%)",-2.20817,-2.02913,-2.06383,-1.8763,-1.70661,-1.62485
Mexico,Americas,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",95.11211,95.62047,95.54933,95.84482,95.87237,96.2329
Mexico,Americas,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",1.00076,1.00159,1.00143,1.00183,1.00088,1.00141
Mexico,Americas,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",98.60191,99.07946,99.01495,99.20723,99.16837,99.38847
Mexico,Americas,Upper-Middle,both,"Literacy rate, youth gender difference (%)",0.07507,0.15725,0.14143,0.18131,0.08707,0.13983
Mexico,Americas,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",98.52684,98.92221,98.87352,99.02592,99.0813,99.24864
Mexico,Americas,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,404.3348694,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,-7.2756433,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,411.6105127,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,431.2322142,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,15.6923895,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,415.5398247,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,411.5535796,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,-8.198154,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,419.7517336,NaN,NaN,NaN
Mexico,Americas,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",47.95799,45.36535,45.95633,44.18041,NaN,NaN
Mexico,Americas,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",52.04221811,54.63477501,54.04381553,55.81952037,NaN,NaN
Mexico,Americas,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",-4.084228106,-9.269425011,-8.087485534,-11.63911037,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,99.14042,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,both,"Literacy rate, adult gender difference (%)",NaN,-0.46159,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,99.60201,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,1.00009,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,99.81553,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,both,"Literacy rate, youth gender difference (%)",NaN,0.00883,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,99.8067,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,420.6077369,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,1.8804808,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,418.7272561,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,442.185002,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,51.6928341,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,390.4921679,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,Mean performance on the science scale. Female,NaN,NaN,431.4185954,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,6.8127669,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,male,Mean performance on the science scale. Male,NaN,NaN,424.6058285,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Republic of Moldova,Post-communist,Lower-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,98.64889
Mongolia,Asia Pacific,Lower-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,0.46288
Mongolia,Asia Pacific,Lower-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,98.18601
Mongolia,Asia Pacific,Lower-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,1.00906
Mongolia,Asia Pacific,Lower-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,99.08
Mongolia,Asia Pacific,Lower-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,0.89
Mongolia,Asia Pacific,Lower-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,98.19
Mongolia,Asia Pacific,Lower-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Mongolia,Asia Pacific,Lower-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,98.27135
Montenegro,Post-communist,Upper-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,-1.17912
Montenegro,Post-communist,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,99.45047
Montenegro,Post-communist,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,0.99738
Montenegro,Post-communist,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,98.97
Montenegro,Post-communist,Upper-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,-0.26
Montenegro,Post-communist,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,99.23
Montenegro,Post-communist,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,417.7265351,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,-0.4060535,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,418.1325886,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,444.179088,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,33.8287076,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,410.3503804,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,413.8134168,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,4.8896112,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,408.9238056,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Montenegro,Post-communist,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,-8.76351166,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,61.30532837,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,70.06884003,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,64.59138
Morocco,Middle East and North Africa,Lower-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,-18.70997
Morocco,Middle East and North Africa,Lower-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,83.30135
Morocco,Middle East and North Africa,Lower-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,0.99347
Morocco,Middle East and North Africa,Lower-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,97.4
Morocco,Middle East and North Africa,Lower-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,-0.64
Morocco,Middle East and North Africa,Lower-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,98.04
Morocco,Middle East and North Africa,Lower-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,372,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,28,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,344,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Morocco,Middle East and North Africa,Lower-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,68.217,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,0.60858,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,43.06246,NaN,50.29514,NaN
Mozambique,Sub Saharan Africa,Low,both,"Literacy rate, adult gender difference (%)",NaN,NaN,-27.69593,NaN,-22.30431,NaN
Mozambique,Sub Saharan Africa,Low,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,70.75839,NaN,72.59945,NaN
Mozambique,Sub Saharan Africa,Low,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,0.79258,NaN,0.84765,NaN
Mozambique,Sub Saharan Africa,Low,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,62.66699,NaN,65.48977,NaN
Mozambique,Sub Saharan Africa,Low,both,"Literacy rate, youth gender difference (%)",NaN,NaN,-16.40007,NaN,-11.7704,NaN
Mozambique,Sub Saharan Africa,Low,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,79.06706,NaN,77.26017,NaN
Mozambique,Sub Saharan Africa,Low,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,64.28888,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,35.71111232,NaN,NaN,NaN
Mozambique,Sub Saharan Africa,Low,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,28.57776768,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,60.13296,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,0.89796,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,71.84699,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,-8.1646,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,80.01159,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,0.99171,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,84.41379,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,-0.70588,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,85.11967,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,51.21609,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,48.78389937,NaN,NaN
Myanmar,Asia Pacific,Lower-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,2.432190632,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Namibia,Sub Saharan Africa,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Nepal,Asia Pacific,Low,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Nepal,Asia Pacific,Low,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Nepal,Asia Pacific,Low,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
