"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"New Zealand","2013","Urban","Female","Judaism","Census - de jure - complete tabulation","Final figure, complete","2016","2970","2"
"New Zealand","2013","Urban","Female","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2016","20607","2"
"New Zealand","2013","Urban","Female","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2016","1887","2"
"New Zealand","2013","Urban","Female","Methodist","Census - de jure - complete tabulation","Final figure, complete","2016","48861","2"
"New Zealand","2013","Urban","Female","Nazarene","Census - de jure - complete tabulation","Final figure, complete","2016","255","2"
"New Zealand","2013","Urban","Female","New Age","Census - de jure - complete tabulation","Final figure, complete","2016","240","2"
"New Zealand","2013","Urban","Female","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","4824","2"
"New Zealand","2013","Urban","Female","Pantheism","Census - de jure - complete tabulation","Final figure, complete","2016","135","2"
"New Zealand","2013","Urban","Female","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2016","24129","2"
"New Zealand","2013","Urban","Female","Plymouth Brethren","Census - de jure - complete tabulation","Final figure, complete","2016","2532","2"
"New Zealand","2013","Urban","Female","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2016","148320","2"
"New Zealand","2013","Urban","Female","Protestant","Census - de jure - complete tabulation","Final figure, complete","2016","2412","2"
"New Zealand","2013","Urban","Female","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2016","357","2"
"New Zealand","2013","Urban","Female","Ratana","Census - de jure - complete tabulation","Final figure, complete","2016","18486","2"
"New Zealand","2013","Urban","Female","Reformat","Census - de jure - complete tabulation","Final figure, complete","2016","2010","2"
"New Zealand","2013","Urban","Female","Ringatu","Census - de jure - complete tabulation","Final figure, complete","2016","5064","2"
"New Zealand","2013","Urban","Female","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2016","363","2"
"New Zealand","2013","Urban","Female","Russian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","690","2"
"New Zealand","2013","Urban","Female","Salvation Army","Census - de jure - complete tabulation","Final figure, complete","2016","5058","2"
"New Zealand","2013","Urban","Female","Satanist","Census - de jure - complete tabulation","Final figure, complete","2016","162","2"
"New Zealand","2013","Urban","Female","Serbian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","153","2"
"New Zealand","2013","Urban","Female","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2016","7410","2"
"New Zealand","2013","Urban","Female","Shinto","Census - de jure - complete tabulation","Final figure, complete","2016","126","2"
"New Zealand","2013","Urban","Female","Sikh","Census - de jure - complete tabulation","Final figure, complete","2016","7785","2"
"New Zealand","2013","Urban","Female","Spiritualist","Census - de jure - complete tabulation","Final figure, complete","2016","4947","2"
"New Zealand","2013","Urban","Female","Taoist","Census - de jure - complete tabulation","Final figure, complete","2016","285","2"
"New Zealand","2013","Urban","Female","Unification","Census - de jure - complete tabulation","Final figure, complete","2016","45","2"
"New Zealand","2013","Urban","Female","Unitarian","Census - de jure - complete tabulation","Final figure, complete","2016","162","2"
"New Zealand","2013","Urban","Female","United Church","Census - de jure - complete tabulation","Final figure, complete","2016","462","2"
"New Zealand","2013","Urban","Female","Vineyard Christian Fellowship","Census - de jure - complete tabulation","Final figure, complete","2016","480","2"
"New Zealand","2013","Urban","Female","Worldwide Church of God","Census - de jure - complete tabulation","Final figure, complete","2016","120","2"
"New Zealand","2013","Urban","Female","Zoroastrian","Census - de jure - complete tabulation","Final figure, complete","2016","459","2"
"New Zealand","2013","Urban","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2016","420","2"
"New Zealand","2013","Urban","Female","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2016","2214","2"
"New Zealand","2013","Urban","Female","No Religion","Census - de jure - complete tabulation","Final figure, complete","2016","675936","2"
"New Zealand","2013","Urban","Female","Born Again Christian","Census - de jure - complete tabulation","Final figure, complete","2016","3924","2"
"New Zealand","2013","Urban","Female","Associated Churches of Christ","Census - de jure - complete tabulation","Final figure, complete","2016","96","2"
"New Zealand","2013","Urban","Female","Elim","Census - de jure - complete tabulation","Final figure, complete","2016","744","2"
"New Zealand","2013","Urban","Female","Revival Centres","Census - de jure - complete tabulation","Final figure, complete","2016","102","2"
"New Zealand","2013","Urban","Female","Commonwealth Covenant Church","Census - de jure - complete tabulation","Final figure, complete","2016","3","2"
"New Zealand","2013","Urban","Female","Brethren Exclusive","Census - de jure - complete tabulation","Final figure, complete","2016","99","2"
"New Zealand","2013","Urban","Female","Chinese Religions","Census - de jure - complete tabulation","Final figure, complete","2016","36","2"
"New Zealand","2013","Urban","Female","Japanese Religions","Census - de jure - complete tabulation","Final figure, complete","2016","18","2"
"New Zealand","2013","Urban","Female","Nature and earth based religions","Census - de jure - complete tabulation","Final figure, complete","2016","1815","2"
"New Zealand","2013","Urban","Female","Apostolic Church of New Zealand","Census - de jure - complete tabulation","Final figure, complete","2016","3153","2"
"New Zealand","2013","Urban","Female","Assyrian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","114","2"
"New Zealand","2013","Urban","Female","Chinese Christian","Census - de jure - complete tabulation","Final figure, complete","2016","63","2"
"New Zealand","2013","Urban","Female","Christian Outreach","Census - de jure - complete tabulation","Final figure, complete","2016","39","2"
"New Zealand","2013","Urban","Female","Christian Revival Crusade","Census - de jure - complete tabulation","Final figure, complete","2016","24","2"
"New Zealand","2013","Urban","Female","Cook Island Congregational","Census - de jure - complete tabulation","Final figure, complete","2016","672","2"
"New Zealand","2013","Urban","Female","Druid","Census - de jure - complete tabulation","Final figure, complete","2016","45","2"
"New Zealand","2013","Urban","Female","Ecumenical","Census - de jure - complete tabulation","Final figure, complete","2016","48","2"
"New Zealand","2013","Urban","Female","Fundamentalist","Census - de jure - complete tabulation","Final figure, complete","2016","75","2"
"New Zealand","2013","Urban","Female","Independent Baptist","Census - de jure - complete tabulation","Final figure, complete","2016","162","2"
"New Zealand","2013","Urban","Female","Independent Evangelical Churches","Census - de jure - complete tabulation","Final figure, complete","2016","555","2"
"New Zealand","2013","Urban","Female","Independent Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2016","60","2"
"New Zealand","2013","Urban","Female","Korean Christian","Census - de jure - complete tabulation","Final figure, complete","2016","9","2"
"New Zealand","2013","Urban","Female","Liberal Catholic","Census - de jure - complete tabulation","Final figure, complete","2016","30","2"
"New Zealand","2013","Urban","Female","Mahikari","Census - de jure - complete tabulation","Final figure, complete","2016","72","2"
"New Zealand","2013","Urban","Female","Mäori Christian","Census - de jure - complete tabulation","Final figure, complete","2016","237","2"
"New Zealand","2013","Urban","Female","Mäori Religion","Census - de jure - complete tabulation","Final figure, complete","2016","639","2"
"New Zealand","2013","Urban","Female","Metropolitan","Census - de jure - complete tabulation","Final figure, complete","2016","21","2"
"New Zealand","2013","Urban","Female","New life centres","Census - de jure - complete tabulation","Final figure, complete","2016","1050","2"
"New Zealand","2013","Urban","Female","Open Brethren","Census - de jure - complete tabulation","Final figure, complete","2016","3645","2"
"New Zealand","2013","Urban","Female","Other Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2016","117","2"
"New Zealand","2013","Urban","Female","Reformed Baptist","Census - de jure - complete tabulation","Final figure, complete","2016","189","2"
"New Zealand","2013","Urban","Female","Religious Society of Friends","Census - de jure - complete tabulation","Final figure, complete","2016","516","2"
"New Zealand","2013","Urban","Female","Samoan Congregational","Census - de jure - complete tabulation","Final figure, complete","2016","2073","2"
"New Zealand","2013","Urban","Female","Sufi","Census - de jure - complete tabulation","Final figure, complete","2016","63","2"
"New Zealand","2013","Urban","Female","Tenrikyo","Census - de jure - complete tabulation","Final figure, complete","2016","9","2"
"New Zealand","2013","Urban","Female","Theism","Census - de jure - complete tabulation","Final figure, complete","2016","765","2"
"New Zealand","2013","Urban","Female","Tongan Methodist","Census - de jure - complete tabulation","Final figure, complete","2016","2265","2"
"New Zealand","2013","Urban","Female","United Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2016","138","2"
"New Zealand","2013","Urban","Female","Wiccan","Census - de jure - complete tabulation","Final figure, complete","2016","933","2"
"New Zealand","2013","Urban","Female","Yoga","Census - de jure - complete tabulation","Final figure, complete","2016","126","2"
"New Zealand","2013","Urban","Female","Zen Buddhist","Census - de jure - complete tabulation","Final figure, complete","2016","12","2"
"New Zealand","2013","Urban","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2016","210960","2"
"New Zealand","2013","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2016","586617","2"
"New Zealand","2013","Rural","Both Sexes","Adventist","Census - de jure - complete tabulation","Final figure, complete","2016","24","2"
"New Zealand","2013","Rural","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2016","79179","2"
"New Zealand","2013","Rural","Both Sexes","Animist","Census - de jure - complete tabulation","Final figure, complete","2016","45","2"
"New Zealand","2013","Rural","Both Sexes","Assembly of God","Census - de jure - complete tabulation","Final figure, complete","2016","522","2"
"New Zealand","2013","Rural","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2016","270","2"
"New Zealand","2013","Rural","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2016","5646","2"
"New Zealand","2013","Rural","Both Sexes","Bible Baptist","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Both Sexes","Brethren","Census - de jure - complete tabulation","Final figure, complete","2016","669","2"
"New Zealand","2013","Rural","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2016","3051","2"
"New Zealand","2013","Rural","Both Sexes","Catholic","Census - de jure - complete tabulation","Final figure, complete","2016","58488","2"
"New Zealand","2013","Rural","Both Sexes","Christadelphian","Census - de jure - complete tabulation","Final figure, complete","2016","297","2"
"New Zealand","2013","Rural","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2016","29010","2"
"New Zealand","2013","Rural","Both Sexes","Christian and Mission Alliance","Census - de jure - complete tabulation","Final figure, complete","2016","12","2"
"New Zealand","2013","Rural","Both Sexes","Christian Science","Census - de jure - complete tabulation","Final figure, complete","2016","33","2"
"New Zealand","2013","Rural","Both Sexes","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2016","198","2"
"New Zealand","2013","Rural","Both Sexes","Church of God","Census - de jure - complete tabulation","Final figure, complete","2016","42","2"
"New Zealand","2013","Rural","Both Sexes","Church of Scientology","Census - de jure - complete tabulation","Final figure, complete","2016","30","2"
"New Zealand","2013","Rural","Both Sexes","Confucian","Census - de jure - complete tabulation","Final figure, complete","2016","0","2"
"New Zealand","2013","Rural","Both Sexes","Congregational","Census - de jure - complete tabulation","Final figure, complete","2016","93","2"
"New Zealand","2013","Rural","Both Sexes","Coptic Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","15","2"
"New Zealand","2013","Rural","Both Sexes","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2016","486","2"
"New Zealand","2013","Rural","Both Sexes","Full Gospel Church","Census - de jure - complete tabulation","Final figure, complete","2016","30","2"
"New Zealand","2013","Rural","Both Sexes","Greek Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","93","2"
"New Zealand","2013","Rural","Both Sexes","Hare Rama Hare Krishna","Census - de jure - complete tabulation","Final figure, complete","2016","45","2"
"New Zealand","2013","Rural","Both Sexes","Hauhau","Census - de jure - complete tabulation","Final figure, complete","2016","111","2"
"New Zealand","2013","Rural","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2016","1560","2"
"New Zealand","2013","Rural","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2016","933","2"
"New Zealand","2013","Rural","Both Sexes","Jains","Census - de jure - complete tabulation","Final figure, complete","2016","3","2"
"New Zealand","2013","Rural","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2016","1836","2"
"New Zealand","2013","Rural","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2016","660","2"
"New Zealand","2013","Rural","Both Sexes","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2016","2895","2"
"New Zealand","2013","Rural","Both Sexes","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2016","618","2"
"New Zealand","2013","Rural","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2016","10167","2"
"New Zealand","2013","Rural","Both Sexes","Nazarene","Census - de jure - complete tabulation","Final figure, complete","2016","21","2"
"New Zealand","2013","Rural","Both Sexes","New Age","Census - de jure - complete tabulation","Final figure, complete","2016","57","2"
"New Zealand","2013","Rural","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","249","2"
"New Zealand","2013","Rural","Both Sexes","Pantheism","Census - de jure - complete tabulation","Final figure, complete","2016","69","2"
"New Zealand","2013","Rural","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2016","4077","2"
"New Zealand","2013","Rural","Both Sexes","Plymouth Brethren","Census - de jure - complete tabulation","Final figure, complete","2016","378","2"
"New Zealand","2013","Rural","Both Sexes","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2016","51627","2"
"New Zealand","2013","Rural","Both Sexes","Protestant","Census - de jure - complete tabulation","Final figure, complete","2016","411","2"
"New Zealand","2013","Rural","Both Sexes","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2016","264","2"
"New Zealand","2013","Rural","Both Sexes","Ratana","Census - de jure - complete tabulation","Final figure, complete","2016","6639","2"
"New Zealand","2013","Rural","Both Sexes","Reformat","Census - de jure - complete tabulation","Final figure, complete","2016","654","2"
"New Zealand","2013","Rural","Both Sexes","Ringatu","Census - de jure - complete tabulation","Final figure, complete","2016","3609","2"
"New Zealand","2013","Rural","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2016","72","2"
"New Zealand","2013","Rural","Both Sexes","Russian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","78","2"
"New Zealand","2013","Rural","Both Sexes","Salvation Army","Census - de jure - complete tabulation","Final figure, complete","2016","669","2"
"New Zealand","2013","Rural","Both Sexes","Satanist","Census - de jure - complete tabulation","Final figure, complete","2016","111","2"
"New Zealand","2013","Rural","Both Sexes","Serbian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","9","2"
"New Zealand","2013","Rural","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2016","1095","2"
"New Zealand","2013","Rural","Both Sexes","Shinto","Census - de jure - complete tabulation","Final figure, complete","2016","24","2"
"New Zealand","2013","Rural","Both Sexes","Sikh","Census - de jure - complete tabulation","Final figure, complete","2016","639","2"
"New Zealand","2013","Rural","Both Sexes","Spiritualist","Census - de jure - complete tabulation","Final figure, complete","2016","1038","2"
"New Zealand","2013","Rural","Both Sexes","Taoist","Census - de jure - complete tabulation","Final figure, complete","2016","84","2"
"New Zealand","2013","Rural","Both Sexes","Unification","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Both Sexes","Unitarian","Census - de jure - complete tabulation","Final figure, complete","2016","24","2"
"New Zealand","2013","Rural","Both Sexes","United Church","Census - de jure - complete tabulation","Final figure, complete","2016","117","2"
"New Zealand","2013","Rural","Both Sexes","Vineyard Christian Fellowship","Census - de jure - complete tabulation","Final figure, complete","2016","72","2"
"New Zealand","2013","Rural","Both Sexes","Worldwide Church of God","Census - de jure - complete tabulation","Final figure, complete","2016","33","2"
"New Zealand","2013","Rural","Both Sexes","Zoroastrian","Census - de jure - complete tabulation","Final figure, complete","2016","12","2"
"New Zealand","2013","Rural","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2016","213","2"
"New Zealand","2013","Rural","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2016","729","2"
"New Zealand","2013","Rural","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2016","248301","2"
"New Zealand","2013","Rural","Both Sexes","Born Again Christian","Census - de jure - complete tabulation","Final figure, complete","2016","1023","2"
"New Zealand","2013","Rural","Both Sexes","Associated Churches of Christ","Census - de jure - complete tabulation","Final figure, complete","2016","15","2"
"New Zealand","2013","Rural","Both Sexes","Elim","Census - de jure - complete tabulation","Final figure, complete","2016","177","2"
"New Zealand","2013","Rural","Both Sexes","Revival Centres","Census - de jure - complete tabulation","Final figure, complete","2016","9","2"
"New Zealand","2013","Rural","Both Sexes","Commonwealth Covenant Church","Census - de jure - complete tabulation","Final figure, complete","2016","0","2"
"New Zealand","2013","Rural","Both Sexes","Brethren Exclusive","Census - de jure - complete tabulation","Final figure, complete","2016","21","2"
"New Zealand","2013","Rural","Both Sexes","Chinese Religions","Census - de jure - complete tabulation","Final figure, complete","2016","3","2"
"New Zealand","2013","Rural","Both Sexes","Japanese Religions","Census - de jure - complete tabulation","Final figure, complete","2016","0","2"
"New Zealand","2013","Rural","Both Sexes","Nature and earth based religions","Census - de jure - complete tabulation","Final figure, complete","2016","651","2"
"New Zealand","2013","Rural","Both Sexes","Apostolic Church of New Zealand","Census - de jure - complete tabulation","Final figure, complete","2016","483","2"
"New Zealand","2013","Rural","Both Sexes","Assyrian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","3","2"
"New Zealand","2013","Rural","Both Sexes","Chinese Christian","Census - de jure - complete tabulation","Final figure, complete","2016","3","2"
"New Zealand","2013","Rural","Both Sexes","Christian Outreach","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Both Sexes","Christian Revival Crusade","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Both Sexes","Cook Island Congregational","Census - de jure - complete tabulation","Final figure, complete","2016","15","2"
"New Zealand","2013","Rural","Both Sexes","Druid","Census - de jure - complete tabulation","Final figure, complete","2016","36","2"
"New Zealand","2013","Rural","Both Sexes","Ecumenical","Census - de jure - complete tabulation","Final figure, complete","2016","15","2"
"New Zealand","2013","Rural","Both Sexes","Fundamentalist","Census - de jure - complete tabulation","Final figure, complete","2016","24","2"
"New Zealand","2013","Rural","Both Sexes","Independent Baptist","Census - de jure - complete tabulation","Final figure, complete","2016","18","2"
"New Zealand","2013","Rural","Both Sexes","Independent Evangelical Churches","Census - de jure - complete tabulation","Final figure, complete","2016","123","2"
"New Zealand","2013","Rural","Both Sexes","Independent Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2016","12","2"
"New Zealand","2013","Rural","Both Sexes","Korean Christian","Census - de jure - complete tabulation","Final figure, complete","2016","0","2"
"New Zealand","2013","Rural","Both Sexes","Liberal Catholic","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Both Sexes","Mahikari","Census - de jure - complete tabulation","Final figure, complete","2016","15","2"
"New Zealand","2013","Rural","Both Sexes","Mäori Christian","Census - de jure - complete tabulation","Final figure, complete","2016","114","2"
"New Zealand","2013","Rural","Both Sexes","Mäori Religion","Census - de jure - complete tabulation","Final figure, complete","2016","375","2"
"New Zealand","2013","Rural","Both Sexes","Metropolitan","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Both Sexes","New life centres","Census - de jure - complete tabulation","Final figure, complete","2016","297","2"
"New Zealand","2013","Rural","Both Sexes","Open Brethren","Census - de jure - complete tabulation","Final figure, complete","2016","1347","2"
"New Zealand","2013","Rural","Both Sexes","Other Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2016","3","2"
"New Zealand","2013","Rural","Both Sexes","Reformed Baptist","Census - de jure - complete tabulation","Final figure, complete","2016","21","2"
"New Zealand","2013","Rural","Both Sexes","Religious Society of Friends","Census - de jure - complete tabulation","Final figure, complete","2016","132","2"
"New Zealand","2013","Rural","Both Sexes","Samoan Congregational","Census - de jure - complete tabulation","Final figure, complete","2016","30","2"
"New Zealand","2013","Rural","Both Sexes","Sufi","Census - de jure - complete tabulation","Final figure, complete","2016","24","2"
"New Zealand","2013","Rural","Both Sexes","Tenrikyo","Census - de jure - complete tabulation","Final figure, complete","2016","0","2"
"New Zealand","2013","Rural","Both Sexes","Theism","Census - de jure - complete tabulation","Final figure, complete","2016","276","2"
"New Zealand","2013","Rural","Both Sexes","Tongan Methodist","Census - de jure - complete tabulation","Final figure, complete","2016","36","2"
"New Zealand","2013","Rural","Both Sexes","United Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2016","27","2"
"New Zealand","2013","Rural","Both Sexes","Wiccan","Census - de jure - complete tabulation","Final figure, complete","2016","228","2"
"New Zealand","2013","Rural","Both Sexes","Yoga","Census - de jure - complete tabulation","Final figure, complete","2016","30","2"
"New Zealand","2013","Rural","Both Sexes","Zen Buddhist","Census - de jure - complete tabulation","Final figure, complete","2016","12","2"
"New Zealand","2013","Rural","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2016","77160","2"
"New Zealand","2013","Rural","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2016","299346","2"
"New Zealand","2013","Rural","Male","Adventist","Census - de jure - complete tabulation","Final figure, complete","2016","18","2"
"New Zealand","2013","Rural","Male","Anglican","Census - de jure - complete tabulation","Final figure, complete","2016","36597","2"
"New Zealand","2013","Rural","Male","Animist","Census - de jure - complete tabulation","Final figure, complete","2016","27","2"
"New Zealand","2013","Rural","Male","Assembly of God","Census - de jure - complete tabulation","Final figure, complete","2016","252","2"
"New Zealand","2013","Rural","Male","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2016","120","2"
"New Zealand","2013","Rural","Male","Baptist","Census - de jure - complete tabulation","Final figure, complete","2016","2601","2"
"New Zealand","2013","Rural","Male","Bible Baptist","Census - de jure - complete tabulation","Final figure, complete","2016","0","2"
"New Zealand","2013","Rural","Male","Brethren","Census - de jure - complete tabulation","Final figure, complete","2016","324","2"
"New Zealand","2013","Rural","Male","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2016","1413","2"
"New Zealand","2013","Rural","Male","Catholic","Census - de jure - complete tabulation","Final figure, complete","2016","28746","2"
"New Zealand","2013","Rural","Male","Christadelphian","Census - de jure - complete tabulation","Final figure, complete","2016","132","2"
"New Zealand","2013","Rural","Male","Christian","Census - de jure - complete tabulation","Final figure, complete","2016","14217","2"
"New Zealand","2013","Rural","Male","Christian and Mission Alliance","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Male","Christian Science","Census - de jure - complete tabulation","Final figure, complete","2016","18","2"
"New Zealand","2013","Rural","Male","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2016","87","2"
"New Zealand","2013","Rural","Male","Church of God","Census - de jure - complete tabulation","Final figure, complete","2016","21","2"
"New Zealand","2013","Rural","Male","Church of Scientology","Census - de jure - complete tabulation","Final figure, complete","2016","24","2"
"New Zealand","2013","Rural","Male","Confucian","Census - de jure - complete tabulation","Final figure, complete","2016","0","2"
"New Zealand","2013","Rural","Male","Congregational","Census - de jure - complete tabulation","Final figure, complete","2016","48","2"
"New Zealand","2013","Rural","Male","Coptic Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","9","2"
"New Zealand","2013","Rural","Male","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2016","213","2"
"New Zealand","2013","Rural","Male","Full Gospel Church","Census - de jure - complete tabulation","Final figure, complete","2016","18","2"
"New Zealand","2013","Rural","Male","Greek Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","39","2"
"New Zealand","2013","Rural","Male","Hare Rama Hare Krishna","Census - de jure - complete tabulation","Final figure, complete","2016","21","2"
"New Zealand","2013","Rural","Male","Hauhau","Census - de jure - complete tabulation","Final figure, complete","2016","54","2"
"New Zealand","2013","Rural","Male","Hindu","Census - de jure - complete tabulation","Final figure, complete","2016","888","2"
"New Zealand","2013","Rural","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2016","546","2"
"New Zealand","2013","Rural","Male","Jains","Census - de jure - complete tabulation","Final figure, complete","2016","3","2"
"New Zealand","2013","Rural","Male","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2016","780","2"
"New Zealand","2013","Rural","Male","Judaism","Census - de jure - complete tabulation","Final figure, complete","2016","372","2"
"New Zealand","2013","Rural","Male","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2016","1368","2"
"New Zealand","2013","Rural","Male","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2016","258","2"
"New Zealand","2013","Rural","Male","Methodist","Census - de jure - complete tabulation","Final figure, complete","2016","4725","2"
"New Zealand","2013","Rural","Male","Nazarene","Census - de jure - complete tabulation","Final figure, complete","2016","9","2"
"New Zealand","2013","Rural","Male","New Age","Census - de jure - complete tabulation","Final figure, complete","2016","18","2"
"New Zealand","2013","Rural","Male","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","120","2"
"New Zealand","2013","Rural","Male","Pantheism","Census - de jure - complete tabulation","Final figure, complete","2016","39","2"
"New Zealand","2013","Rural","Male","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2016","1863","2"
"New Zealand","2013","Rural","Male","Plymouth Brethren","Census - de jure - complete tabulation","Final figure, complete","2016","180","2"
"New Zealand","2013","Rural","Male","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2016","25449","2"
"New Zealand","2013","Rural","Male","Protestant","Census - de jure - complete tabulation","Final figure, complete","2016","195","2"
"New Zealand","2013","Rural","Male","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2016","225","2"
"New Zealand","2013","Rural","Male","Ratana","Census - de jure - complete tabulation","Final figure, complete","2016","3135","2"
"New Zealand","2013","Rural","Male","Reformat","Census - de jure - complete tabulation","Final figure, complete","2016","327","2"
"New Zealand","2013","Rural","Male","Ringatu","Census - de jure - complete tabulation","Final figure, complete","2016","1788","2"
"New Zealand","2013","Rural","Male","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2016","42","2"
"New Zealand","2013","Rural","Male","Russian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","27","2"
"New Zealand","2013","Rural","Male","Salvation Army","Census - de jure - complete tabulation","Final figure, complete","2016","291","2"
"New Zealand","2013","Rural","Male","Satanist","Census - de jure - complete tabulation","Final figure, complete","2016","84","2"
"New Zealand","2013","Rural","Male","Serbian Orthodox","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Male","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2016","498","2"
"New Zealand","2013","Rural","Male","Shinto","Census - de jure - complete tabulation","Final figure, complete","2016","6","2"
"New Zealand","2013","Rural","Male","Sikh","Census - de jure - complete tabulation","Final figure, complete","2016","420","2"
"New Zealand","2013","Rural","Male","Spiritualist","Census - de jure - complete tabulation","Final figure, complete","2016","285","2"
"New Zealand","2013","Rural","Male","Taoist","Census - de jure - complete tabulation","Final figure, complete","2016","51","2"
"New Zealand","2013","Rural","Male","Unification","Census - de jure - complete tabulation","Final figure, complete","2016","3","2"
"New Zealand","2013","Rural","Male","Unitarian","Census - de jure - complete tabulation","Final figure, complete","2016","9","2"
"New Zealand","2013","Rural","Male","United Church","Census - de jure - complete tabulation","Final figure, complete","2016","51","2"
"New Zealand","2013","Rural","Male","Vineyard Christian Fellowship","Census - de jure - complete tabulation","Final figure, complete","2016","30","2"
"New Zealand","2013","Rural","Male","Worldwide Church of God","Census - de jure - complete tabulation","Final figure, complete","2016","15","2"
"New Zealand","2013","Rural","Male","Zoroastrian","Census - de jure - complete tabulation","Final figure, complete","2016","9","2"
"New Zealand","2013","Rural","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2016","105","2"
"New Zealand","2013","Rural","Male","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2016","420","2"
